user_id,현재_구독_상태,구독_시작일,구독_종료일,구독_상태,구독_타입,구독_일수,총_구독_일수,구독_횟수,총_구독_횟수,해지_신청일,해지까지_일수
468397,0,2024-07-25 18:07:44,2024-08-25 23:59:59,해지,M,31,212,5,7,2024-08-25 03:49:05,30.0
468397,0,2025-02-25 16:47:05,2025-03-25 23:59:59,연장,M,28,212,6,7,,
468397,0,2025-03-25 16:47:03,2025-04-25 23:59:59,해지,M,31,212,7,7,,
468404,1,2025-04-24 00:00:00,2025-07-24 23:59:59,해지,M,91,91,1,1,,
468429,0,2024-09-07 13:46:24,2024-10-07 23:59:59,해지,M,30,30,1,1,,
468448,1,2025-02-11 13:45:57,2026-02-11 23:59:59,해지,Y,365,365,1,1,,
468540,0,2023-12-20 11:16:43,2024-12-20 23:59:59,해지,Y,366,366,1,1,2024-12-19 23:15:11,365.0
468591,0,2024-10-25 14:44:43,2024-11-25 23:59:59,해지,M,31,31,1,1,,
468592,1,2025-04-24 00:00:00,2025-07-24 23:59:59,해지,M,91,91,1,1,,
468691,0,2024-06-01 19:32:57,2025-06-01 23:59:59,해지,Y,365,365,1,1,2024-07-01 13:12:30,29.0
468781,1,2025-04-24 00:00:00,2025-07-24 23:59:59,해지,M,91,91,1,1,,
468799,0,2024-08-19 14:51:23,2024-09-19 23:59:59,해지,M,31,31,1,1,2024-09-13 18:23:07,25.0
468920,0,2024-02-29 02:18:25,2024-03-29 23:59:59,해지,M,29,29,1,1,,
468948,0,2024-10-27 00:25:47,2024-11-27 23:59:59,연장,M,31,61,1,2,,
468948,0,2024-11-27 00:25:03,2024-12-27 23:59:59,해지,M,30,61,2,2,2024-11-29 03:32:21,2.0
469267,0,2024-01-15 05:11:46,2024-02-15 23:59:59,해지,M,31,396,1,2,2024-02-14 17:06:17,30.0
469267,0,2024-05-20 16:58:07,2025-05-20 23:59:59,해지,Y,365,396,2,2,,
469294,1,2025-01-13 14:07:52,2026-01-13 23:59:59,해지,Y,365,365,1,1,,
469321,0,2023-07-10 15:35:39,2023-08-10 23:59:59,연장,M,31,62,1,2,,
469321,0,2023-08-10 15:35:02,2023-09-10 23:59:59,해지,M,31,62,2,2,2023-08-26 16:16:56,16.0
469336,0,2023-07-04 20:20:46,2023-08-04 23:59:59,해지,M,31,31,1,1,,
469444,0,2023-09-07 15:38:50,2023-10-07 23:59:59,해지,M,30,30,1,1,2023-10-04 18:31:31,27.0
469524,0,2024-11-15 14:35:16,2024-12-15 23:59:59,해지,M,30,30,1,1,2024-12-08 19:35:17,23.0
469525,0,2024-05-22 17:32:48,2025-05-22 23:59:59,해지,Y,365,365,1,1,2025-05-20 12:16:33,362.0
469540,0,2024-07-05 16:59:49,2024-08-05 23:59:59,연장,M,31,92,1,3,,
469540,0,2024-08-05 16:59:03,2024-09-05 23:59:59,연장,M,31,92,2,3,,
469540,0,2024-09-05 16:59:03,2024-10-05 23:59:59,해지,M,30,92,3,3,2024-09-20 14:19:35,14.0
469586,0,2023-07-11 15:14:52,2023-08-11 23:59:59,연장,M,31,62,1,2,,
469586,0,2023-08-11 15:14:03,2023-09-11 23:59:59,해지,M,31,62,2,2,2023-09-10 23:43:58,30.0
469603,0,2024-10-24 20:26:01,2024-11-24 23:59:59,연장,M,31,61,1,2,,
469603,0,2024-11-24 20:26:03,2024-12-24 23:59:59,해지,M,30,61,2,2,,
469752,0,2023-10-30 20:23:36,2023-11-30 23:59:59,해지,M,31,31,1,1,,
469828,0,2025-03-17 11:46:11,2025-05-17 23:59:59,해지,M,61,61,1,1,,
469859,0,2024-11-21 13:48:37,2025-03-21 23:59:59,해지,M,120,120,1,1,,
469919,0,2024-04-08 10:16:55,2025-04-08 23:59:59,해지,Y,365,365,1,1,,
469926,1,2025-04-24 00:00:00,2025-07-24 23:59:59,해지,M,91,91,1,1,,
469956,0,2023-10-16 12:45:54,2023-11-16 23:59:59,연장,M,31,123,1,4,,
469956,0,2023-11-16 12:45:03,2023-12-16 23:59:59,연장,M,30,123,2,4,,
469956,0,2023-12-16 12:45:03,2024-01-16 23:59:59,연장,M,31,123,3,4,,
469956,0,2024-01-16 12:45:03,2024-02-16 23:59:59,해지,M,31,123,4,4,,
470099,0,2023-07-05 02:37:00,2023-08-05 23:59:59,연장,M,31,92,1,3,,
470099,0,2023-08-05 02:37:03,2023-09-05 23:59:59,연장,M,31,92,2,3,,
470099,0,2023-09-05 02:37:03,2023-10-05 23:59:59,해지,M,30,92,3,3,,
470126,0,2024-02-13 14:00:28,2024-03-13 23:59:59,해지,M,29,29,1,1,2024-03-07 22:42:42,23.0
470156,1,2024-08-24 03:08:18,2025-08-24 23:59:59,해지,Y,365,365,1,1,,
470218,0,2025-04-21 16:54:12,2025-05-21 23:59:59,연장,M,30,61,1,2,,
470218,1,2025-05-21 16:54:04,2025-06-21 23:59:59,해지,M,31,61,2,2,,
470251,0,2023-08-20 19:17:40,2023-09-20 23:59:59,연장,M,31,61,1,2,,
470251,0,2023-09-20 19:17:03,2023-10-20 23:59:59,해지,M,30,61,2,2,2023-10-12 21:04:36,22.0
470259,0,2024-06-18 10:32:48,2024-06-25 23:59:59,해지,M,7,7,1,1,,
470284,0,2024-10-23 09:11:22,2024-11-23 23:59:59,해지,M,31,31,1,1,2024-10-23 13:37:10,0.0
470337,0,2024-07-08 17:03:32,2024-08-08 23:59:59,해지,M,31,31,1,1,,
470365,0,2023-08-07 13:23:25,2023-09-07 23:59:59,해지,M,31,31,1,1,2023-09-01 13:44:34,25.0
470442,0,2024-10-13 15:40:03,2024-11-08 23:59:59,해지,M,26,26,1,1,,
470539,1,2024-10-03 16:42:29,2025-10-03 23:59:59,해지,Y,365,365,1,1,,
470605,0,2024-04-08 12:02:11,2024-04-15 23:59:59,해지,M,7,7,1,1,,
470625,0,2023-10-26 11:46:12,2024-10-26 23:59:59,해지,Y,366,366,1,1,2024-08-21 13:10:14,300.0
470638,0,2024-02-24 18:08:19,2024-03-24 23:59:59,해지,M,29,29,1,1,2024-03-17 01:18:17,21.0
470793,0,2024-10-24 11:11:51,2024-11-24 23:59:59,연장,M,31,151,1,5,,
470793,0,2024-11-24 11:11:04,2024-12-24 23:59:59,연장,M,30,151,2,5,,
470793,0,2024-12-24 11:11:03,2025-01-24 23:59:59,연장,M,31,151,3,5,,
470793,0,2025-01-24 11:11:03,2025-02-24 23:59:59,연장,M,31,151,4,5,,
470793,0,2025-02-24 11:11:03,2025-03-24 23:59:59,해지,M,28,151,5,5,2025-03-24 12:17:08,28.0
470857,0,2023-10-05 00:00:00,2023-11-05 23:59:59,해지,M,31,31,1,1,,
470870,1,2025-04-24 00:00:00,2025-07-24 23:59:59,해지,M,91,91,1,1,,
470928,0,2024-10-29 21:34:58,2024-11-29 23:59:59,연장,M,31,122,1,4,,
470928,0,2024-11-29 21:34:03,2024-12-29 23:59:59,연장,M,30,122,2,4,,
470928,0,2024-12-29 21:34:03,2025-01-29 23:59:59,연장,M,31,122,3,4,,
470928,0,2025-01-29 21:34:03,2025-02-28 23:59:59,해지,M,30,122,4,4,2025-01-30 00:59:06,0.0
470991,0,2023-12-01 21:43:48,2024-01-01 23:59:59,해지,M,31,31,1,1,,
471073,0,2024-04-08 12:02:11,2024-04-15 23:59:59,해지,M,7,7,1,1,,
471134,0,2023-09-14 17:16:59,2023-10-14 23:59:59,해지,M,30,30,1,1,2023-10-10 20:55:02,26.0
471144,0,2024-03-17 04:04:54,2025-03-17 23:59:59,해지,Y,365,365,1,1,,
471193,0,2024-05-14 23:22:20,2024-06-14 23:59:59,해지,M,31,31,1,1,2024-05-20 05:06:09,5.0
471197,1,2025-04-24 00:00:00,2025-07-24 23:59:59,해지,M,91,91,1,1,,
471416,1,2024-11-26 11:13:58,2025-11-26 23:59:59,해지,Y,365,365,1,1,,
471629,0,2023-10-18 13:06:32,2023-11-18 23:59:59,해지,M,31,31,1,1,2023-10-19 08:18:02,0.0
471648,0,2024-06-04 11:37:59,2024-07-04 23:59:59,연장,M,30,183,1,6,,
471648,0,2024-07-04 11:37:03,2024-08-04 23:59:59,연장,M,31,183,2,6,,
471648,0,2024-08-04 11:37:03,2024-09-04 23:59:59,연장,M,31,183,3,6,,
471648,0,2024-09-04 11:37:04,2024-10-04 23:59:59,연장,M,30,183,4,6,,
471648,0,2024-10-04 11:37:04,2024-11-04 23:59:59,연장,M,31,183,5,6,,
471648,0,2024-11-04 11:37:03,2024-12-04 23:59:59,해지,M,30,183,6,6,,
471697,0,2025-04-12 18:11:47,2025-05-12 23:59:59,해지,M,30,30,1,1,2025-04-12 18:12:29,0.0
471824,0,2023-08-08 17:17:56,2023-09-08 23:59:59,연장,M,31,213,1,7,,
471824,0,2023-09-08 17:17:02,2023-10-08 23:59:59,연장,M,30,213,2,7,,
471824,0,2023-10-08 17:17:03,2023-11-08 23:59:59,연장,M,31,213,3,7,,
471824,0,2023-11-08 17:17:02,2023-12-08 23:59:59,연장,M,30,213,4,7,,
471824,0,2023-12-08 17:17:02,2024-01-08 23:59:59,연장,M,31,213,5,7,,
471824,0,2024-01-08 17:17:03,2024-02-08 23:59:59,연장,M,31,213,6,7,,
471824,0,2024-02-08 17:17:02,2024-03-08 23:59:59,해지,M,29,213,7,7,2024-02-08 17:37:53,0.0
471893,0,2023-06-26 00:00:00,2024-06-26 23:59:59,해지,Y,366,366,1,1,,
471955,0,2024-07-18 10:08:34,2025-05-07 23:59:59,해지,Y,293,293,1,1,,
471999,1,2024-08-15 13:46:49,2025-08-15 23:59:59,해지,Y,365,365,1,1,,
472036,0,2023-07-08 21:31:53,2023-08-08 23:59:59,해지,M,31,31,1,1,2023-07-24 16:58:43,15.0
472143,0,2023-11-25 11:59:15,2023-12-25 23:59:59,연장,M,30,61,1,2,,
472143,0,2023-12-25 11:59:03,2024-01-25 23:59:59,해지,M,31,61,2,2,2024-01-18 23:04:11,24.0
472156,0,2024-04-08 12:02:11,2024-04-15 23:59:59,해지,M,7,98,1,2,,
472156,1,2025-04-24 00:00:00,2025-07-24 23:59:59,해지,M,91,98,2,2,,
472266,0,2024-12-21 22:47:37,2025-01-21 23:59:59,해지,M,31,31,1,1,2025-01-20 11:18:46,29.0
472272,0,2024-09-08 04:28:01,2024-10-08 23:59:59,해지,M,30,30,1,1,,
472405,0,2023-07-07 14:48:15,2023-08-07 23:59:59,연장,M,31,62,1,2,,
472405,0,2023-08-07 14:48:03,2023-09-07 23:59:59,해지,M,31,62,2,2,2023-08-28 16:12:21,21.0
472578,0,2023-08-29 18:25:30,2023-09-29 23:59:59,해지,M,31,31,1,1,,
472739,0,2023-07-18 21:57:25,2023-08-18 23:59:59,해지,M,31,31,1,1,2023-07-24 14:22:49,5.0
472775,0,2024-08-22 20:21:51,2024-09-22 23:59:59,연장,M,31,61,1,2,,
472775,0,2024-09-22 20:21:03,2024-10-22 23:59:59,해지,M,30,61,2,2,2024-10-12 15:58:18,19.0
472919,0,2024-10-23 14:58:17,2024-11-23 23:59:59,연장,M,31,61,1,2,,
472919,0,2024-11-23 14:58:04,2024-12-23 23:59:59,해지,M,30,61,2,2,2024-11-28 19:49:20,5.0
472985,0,2023-07-23 21:22:22,2023-08-23 23:59:59,해지,M,31,397,1,13,,
472985,0,2023-09-20 09:18:13,2023-10-20 23:59:59,연장,M,30,397,2,13,,
472985,0,2023-10-20 09:18:03,2023-11-20 23:59:59,연장,M,31,397,3,13,,
472985,0,2023-11-20 09:18:03,2023-12-20 23:59:59,해지,M,30,397,4,13,,
472985,0,2024-03-09 00:16:21,2024-04-09 23:59:59,연장,M,31,397,5,13,,
472985,0,2024-04-09 00:16:03,2024-05-09 23:59:59,연장,M,30,397,6,13,,
472985,0,2024-05-09 00:16:03,2024-06-09 23:59:59,연장,M,31,397,7,13,,
472985,0,2024-06-09 00:16:03,2024-07-09 23:59:59,연장,M,30,397,8,13,,
472985,0,2024-07-09 00:16:02,2024-08-09 23:59:59,연장,M,31,397,9,13,,
472985,0,2024-08-09 00:16:03,2024-09-09 23:59:59,연장,M,31,397,10,13,,
472985,0,2024-09-09 00:16:03,2024-10-09 23:59:59,연장,M,30,397,11,13,,
472985,0,2024-10-09 00:16:03,2024-11-09 23:59:59,연장,M,31,397,12,13,,
472985,0,2024-11-09 00:16:03,2024-12-09 23:59:59,해지,M,30,397,13,13,2024-11-25 16:51:51,16.0
472995,0,2024-03-31 17:33:16,2024-04-30 23:59:59,해지,M,30,30,1,1,,
473032,0,2023-08-21 02:52:58,2023-09-21 23:59:59,연장,M,31,153,1,5,,
473032,0,2023-09-21 02:52:03,2023-10-21 23:59:59,연장,M,30,153,2,5,,
473032,0,2023-10-21 02:52:02,2023-11-21 23:59:59,연장,M,31,153,3,5,,
473032,0,2023-11-21 02:52:03,2023-12-21 23:59:59,연장,M,30,153,4,5,,
473032,0,2023-12-21 02:52:02,2024-01-21 23:59:59,해지,M,31,153,5,5,2023-12-29 17:15:30,8.0
473276,0,2024-10-10 16:30:03,2024-11-08 23:59:59,해지,M,29,29,1,1,,
473327,0,2023-07-06 21:11:56,2023-08-06 23:59:59,해지,M,31,31,1,1,2023-08-04 03:40:44,28.0
473348,0,2024-04-08 18:35:12,2024-05-08 23:59:59,해지,M,30,30,1,1,2024-04-08 18:38:39,0.0
473379,0,2023-06-19 22:09:07,2023-07-19 23:59:59,해지,M,30,30,1,1,,
473389,0,2024-05-12 21:42:49,2024-06-12 23:59:59,연장,M,31,61,1,2,,
473389,0,2024-06-12 21:42:03,2024-07-12 23:59:59,해지,M,30,61,2,2,2024-06-27 13:12:24,14.0
473408,0,2023-07-06 17:36:01,2023-08-06 23:59:59,해지,M,31,31,1,1,2023-08-04 17:23:30,28.0
473489,0,2023-11-08 13:39:18,2023-12-08 23:59:59,연장,M,30,152,1,5,,
473489,0,2023-12-08 13:39:03,2024-01-08 23:59:59,연장,M,31,152,2,5,,
473489,0,2024-01-08 13:39:03,2024-02-08 23:59:59,연장,M,31,152,3,5,,
473489,0,2024-02-08 13:39:03,2024-03-08 23:59:59,연장,M,29,152,4,5,,
473489,0,2024-03-08 13:39:03,2024-04-08 23:59:59,해지,M,31,152,5,5,,
473515,0,2023-09-04 09:51:15,2023-10-04 23:59:59,연장,M,30,61,1,2,,
473515,0,2023-10-04 09:51:02,2023-11-04 23:59:59,해지,M,31,61,2,2,,
473638,0,2023-11-12 14:41:44,2023-12-12 23:59:59,해지,M,30,30,1,1,,
473684,0,2023-09-29 18:39:43,2023-10-29 23:59:59,연장,M,30,61,1,2,,
473684,0,2023-10-29 18:39:04,2023-11-29 23:59:59,해지,M,31,61,2,2,2023-11-17 11:56:41,18.0
473711,0,2024-04-28 15:58:14,2024-05-28 23:59:59,연장,M,30,153,1,5,,
473711,0,2024-05-28 15:58:03,2024-06-28 23:59:59,연장,M,31,153,2,5,,
473711,0,2024-06-28 15:58:02,2024-07-28 23:59:59,연장,M,30,153,3,5,,
473711,0,2024-07-28 15:58:03,2024-08-28 23:59:59,연장,M,31,153,4,5,,
473711,0,2024-08-28 15:58:04,2024-09-28 23:59:59,해지,M,31,153,5,5,2024-09-19 02:46:28,21.0
473772,0,2024-11-21 13:48:37,2025-03-21 23:59:59,해지,M,120,120,1,1,,
473885,0,2023-11-01 14:29:06,2023-12-01 23:59:59,해지,M,30,30,1,1,2023-12-01 12:17:52,29.0
473945,1,2024-11-11 15:18:02,2025-11-11 23:59:59,해지,Y,365,365,1,1,,
473951,0,2024-12-27 17:52:42,2025-01-27 23:59:59,해지,M,31,31,1,1,2025-01-26 19:14:34,30.0
473988,1,2025-04-24 00:00:00,2025-07-24 23:59:59,해지,M,91,91,1,1,,
474003,0,2023-07-05 22:26:15,2023-08-05 23:59:59,연장,M,31,62,1,2,,
474003,0,2023-08-05 22:26:04,2023-09-05 23:59:59,해지,M,31,62,2,2,,
474046,0,2024-04-08 00:16:42,2024-05-08 23:59:59,해지,M,30,30,1,1,2024-05-07 14:48:16,29.0
474086,0,2023-06-14 12:46:41,2023-07-14 23:59:59,연장,M,30,61,1,2,,
474086,0,2023-07-14 12:46:04,2023-08-14 23:59:59,해지,M,31,61,2,2,2023-07-14 12:47:40,0.0
474113,0,2024-08-27 14:40:13,2024-09-27 23:59:59,해지,M,31,31,1,1,2024-08-27 14:41:00,0.0
474122,0,2024-11-13 23:15:21,2024-12-13 23:59:59,해지,M,30,30,1,1,2024-12-12 16:04:38,28.0
474282,0,2023-06-08 16:09:08,2023-07-08 23:59:59,해지,M,30,30,1,1,2023-06-19 01:22:54,10.0
474302,1,2025-04-24 00:00:00,2025-07-24 23:59:59,연장,M,91,456,1,2,,
474302,1,2025-05-20 15:34:49,2026-05-20 23:59:59,해지,Y,365,456,2,2,,
474329,1,2024-10-22 15:36:52,2025-10-22 23:59:59,해지,Y,365,365,1,1,,
474341,0,2023-07-06 12:41:38,2023-08-06 23:59:59,연장,M,31,62,1,2,,
474341,0,2023-08-06 12:41:03,2023-09-06 23:59:59,해지,M,31,62,2,2,2023-09-05 23:45:11,30.0
474400,1,2024-08-01 00:30:35,2025-08-01 23:59:59,해지,Y,365,365,1,1,,
474502,0,2023-06-02 09:38:31,2023-07-02 23:59:59,해지,M,30,30,1,1,2023-06-15 11:06:42,13.0
474670,0,2024-01-11 10:12:18,2024-02-11 23:59:59,해지,M,31,31,1,1,,
474702,1,2025-04-24 00:00:00,2025-07-24 23:59:59,해지,M,91,91,1,1,,
474744,0,2024-06-02 15:36:50,2024-07-02 23:59:59,해지,M,30,30,1,1,,
474892,0,2023-09-25 11:06:58,2023-10-25 23:59:59,연장,M,30,61,1,2,,
474892,0,2023-10-25 11:06:03,2023-11-25 23:59:59,해지,M,31,61,2,2,2023-11-23 09:10:56,28.0
474927,0,2024-07-26 10:35:22,2024-08-26 23:59:59,연장,M,31,153,1,5,,
474927,0,2024-08-26 10:35:03,2024-09-26 23:59:59,연장,M,31,153,2,5,,
474927,0,2024-09-26 10:35:03,2024-10-26 23:59:59,연장,M,30,153,3,5,,
474927,0,2024-10-26 10:35:03,2024-11-26 23:59:59,연장,M,31,153,4,5,,
474927,0,2024-11-26 10:35:03,2024-12-26 23:59:59,해지,M,30,153,5,5,2024-12-16 19:48:17,20.0
474938,0,2023-10-17 14:27:04,2023-11-17 23:59:59,해지,M,31,31,1,1,,
474999,0,2025-03-09 15:56:04,2025-04-09 23:59:59,연장,M,31,122,1,4,,
474999,0,2025-04-09 15:56:03,2025-05-09 23:59:59,연장,M,30,122,2,4,,
474999,0,2025-05-09 15:56:03,2025-06-09 23:59:59,연장,M,31,122,3,4,,
474999,1,2025-06-09 15:56:03,2025-07-09 23:59:59,해지,M,30,122,4,4,,
475589,0,2023-06-04 18:21:46,2023-07-04 23:59:59,연장,M,30,61,1,2,,
475589,0,2023-07-04 18:21:03,2023-08-04 23:59:59,해지,M,31,61,2,2,2023-07-06 15:59:00,1.0
475820,1,2024-08-11 19:38:55,2025-08-11 23:59:59,해지,Y,365,365,1,1,,
476296,0,2023-11-15 10:35:48,2023-12-15 23:59:59,해지,M,30,30,1,1,,
476306,0,2023-08-10 10:37:50,2023-09-10 23:59:59,해지,M,31,31,1,1,2023-08-29 15:26:28,19.0
476514,0,2024-08-11 09:16:55,2024-09-11 23:59:59,해지,M,31,31,1,1,,
476589,0,2024-06-09 17:44:58,2025-06-09 23:59:59,해지,Y,365,365,1,1,,
476606,0,2024-03-22 13:59:11,2024-04-22 23:59:59,해지,M,31,31,1,1,,
476623,0,2023-06-04 16:24:42,2023-07-04 23:59:59,해지,M,30,30,1,1,2023-06-21 17:22:21,17.0
476914,0,2023-10-17 14:27:04,2023-11-17 23:59:59,해지,M,31,31,1,1,,
477406,0,2024-06-16 19:19:21,2024-07-16 23:59:59,해지,M,30,30,1,1,,
477498,0,2023-06-14 20:33:53,2023-07-14 23:59:59,연장,M,30,822,1,5,,
477498,0,2023-07-14 20:33:03,2023-08-14 23:59:59,연장,M,31,822,2,5,,
477498,0,2023-08-14 20:33:03,2023-09-14 23:59:59,해지,M,31,822,3,5,2023-09-05 01:25:31,21.0
477498,0,2024-05-08 09:56:59,2025-05-08 23:59:59,연장,Y,365,822,4,5,,
477498,1,2025-05-08 09:56:04,2026-05-08 23:59:59,해지,Y,365,822,5,5,,
477521,0,2024-04-04 15:21:02,2025-04-04 23:59:59,해지,Y,365,365,1,1,,
477570,1,2025-04-24 00:00:00,2025-07-24 23:59:59,해지,M,91,91,1,1,,
477571,1,2025-04-24 00:00:00,2025-07-24 23:59:59,해지,M,91,91,1,1,,
477592,0,2024-03-28 15:48:32,2025-03-28 23:59:59,해지,Y,365,365,1,1,,
477695,0,2025-01-24 18:09:39,2025-04-24 23:59:59,해지,P,90,90,1,1,2025-04-24 23:59:59,90.0
477714,0,2024-07-21 11:27:01,2024-08-21 23:59:59,해지,M,31,31,1,1,2024-08-20 11:24:27,29.0
477851,0,2025-02-12 10:01:56,2025-03-12 23:59:59,해지,M,28,28,1,1,2025-02-18 19:01:19,6.0
477867,1,2024-07-07 12:16:05,2025-07-07 23:59:59,해지,Y,365,365,1,1,,
477874,1,2025-06-02 15:22:18,2025-07-02 23:59:59,해지,M,30,30,1,1,,
477901,0,2024-09-06 16:23:00,2024-10-06 23:59:59,연장,M,30,122,1,4,,
477901,0,2024-10-06 16:23:03,2024-11-06 23:59:59,연장,M,31,122,2,4,,
477901,0,2024-11-06 16:23:03,2024-12-06 23:59:59,연장,M,30,122,3,4,,
477901,0,2024-12-06 16:23:03,2025-01-06 23:59:59,해지,M,31,122,4,4,2024-12-29 21:27:20,23.0
477911,1,2025-05-09 23:22:13,2026-05-09 23:59:59,해지,Y,365,365,1,1,2025-05-09 23:22:55,0.0
477938,0,2024-06-03 16:35:28,2024-07-03 23:59:59,해지,M,30,30,1,1,2024-06-24 10:54:53,20.0
477974,0,2023-07-28 13:36:25,2023-08-28 23:59:59,해지,M,31,31,1,1,2023-08-18 15:08:15,21.0
478041,0,2023-08-01 11:57:08,2023-09-01 23:59:59,해지,M,31,31,1,1,2023-08-01 13:18:40,0.0
478068,0,2023-06-07 14:07:05,2023-07-07 23:59:59,해지,M,30,153,1,5,2023-06-12 13:56:19,4.0
478068,0,2023-07-24 21:16:22,2023-08-24 23:59:59,연장,M,31,153,2,5,,
478068,0,2023-08-24 21:16:02,2023-09-24 23:59:59,연장,M,31,153,3,5,,
478068,0,2023-09-24 21:16:02,2023-10-24 23:59:59,연장,M,30,153,4,5,,
478068,0,2023-10-24 21:16:02,2023-11-24 23:59:59,해지,M,31,153,5,5,2023-11-08 15:20:37,14.0
478165,0,2023-07-17 15:20:30,2023-08-17 23:59:59,해지,M,31,62,1,2,,
478165,0,2023-08-23 15:25:40,2023-09-23 23:59:59,해지,M,31,62,2,2,,
478266,0,2023-06-22 14:08:55,2023-07-22 23:59:59,해지,M,30,30,1,1,2023-07-02 12:40:25,9.0
478367,0,2023-11-03 08:10:23,2024-11-03 23:59:59,해지,Y,366,366,1,1,,
478541,1,2024-08-27 18:08:35,2025-08-27 23:59:59,해지,Y,365,365,1,1,,
478574,0,2024-11-05 02:39:52,2024-12-05 23:59:59,연장,M,30,120,1,4,,
478574,0,2024-12-05 02:39:03,2025-01-05 23:59:59,연장,M,31,120,2,4,,
478574,0,2025-01-05 02:39:03,2025-02-05 23:59:59,연장,M,31,120,3,4,,
478574,0,2025-02-05 02:39:04,2025-03-05 23:59:59,해지,M,28,120,4,4,,
478577,0,2024-05-27 12:10:08,2024-06-27 23:59:59,연장,M,31,276,1,9,,
478577,0,2024-06-27 12:10:03,2024-07-27 23:59:59,연장,M,30,276,2,9,,
478577,0,2024-07-27 12:10:03,2024-08-27 23:59:59,연장,M,31,276,3,9,,
478577,0,2024-08-28 16:21:17,2024-09-28 23:59:59,연장,M,31,276,4,9,,
478577,0,2024-09-28 16:21:04,2024-10-28 23:59:59,연장,M,30,276,5,9,,
478577,0,2024-10-28 16:21:03,2024-11-28 23:59:59,연장,M,31,276,6,9,,
478577,0,2024-11-28 16:21:03,2024-12-28 23:59:59,연장,M,30,276,7,9,,
478577,0,2024-12-28 16:21:03,2025-01-28 23:59:59,연장,M,31,276,8,9,,
478577,0,2025-01-28 16:21:03,2025-02-28 23:59:59,해지,M,31,276,9,9,2025-02-25 21:50:54,28.0
478624,0,2024-06-04 15:09:39,2024-07-04 23:59:59,해지,M,30,241,1,3,,
478624,0,2024-11-21 13:48:37,2025-03-21 23:59:59,해지,M,120,241,2,3,,
478624,1,2025-04-24 00:00:00,2025-07-24 23:59:59,해지,M,91,241,3,3,,
478734,0,2024-02-14 15:53:35,2024-03-14 23:59:59,해지,M,29,29,1,1,2024-03-13 05:23:13,27.0
478742,0,2023-07-23 14:13:59,2023-08-23 23:59:59,연장,M,31,215,1,7,,
478742,0,2023-08-23 14:13:02,2023-09-23 23:59:59,연장,M,31,215,2,7,,
478742,0,2023-09-23 14:13:02,2023-10-23 23:59:59,연장,M,30,215,3,7,,
478742,0,2023-10-23 14:13:02,2023-11-23 23:59:59,연장,M,31,215,4,7,,
478742,0,2023-11-23 14:13:03,2023-12-23 23:59:59,연장,M,30,215,5,7,,
478742,0,2023-12-23 14:13:03,2024-01-23 23:59:59,연장,M,31,215,6,7,2024-01-22 14:55:02,30.0
478742,0,2024-01-23 14:13:03,2024-02-23 23:59:59,해지,M,31,215,7,7,2024-01-23 15:17:15,0.0
478787,0,2024-02-13 08:30:35,2024-03-13 23:59:59,해지,M,29,60,1,2,2024-03-11 10:43:03,27.0
478787,1,2025-05-25 13:47:57,2025-06-25 23:59:59,해지,M,31,60,2,2,2025-05-25 13:51:33,0.0
478846,0,2024-09-09 20:57:43,2024-10-09 23:59:59,해지,M,30,30,1,1,,
478901,0,2023-06-12 01:15:36,2023-07-12 23:59:59,연장,M,30,122,1,4,,
478901,0,2023-07-12 01:15:04,2023-08-12 23:59:59,연장,M,31,122,2,4,,
478901,0,2023-08-12 01:15:03,2023-09-12 23:59:59,연장,M,31,122,3,4,,
478901,0,2023-09-12 01:15:03,2023-10-12 23:59:59,해지,M,30,122,4,4,2023-10-04 19:10:44,22.0
478942,0,2023-06-06 16:27:14,2023-07-06 23:59:59,해지,M,30,30,1,1,,
478947,0,2023-12-29 11:47:14,2024-01-29 23:59:59,연장,M,31,62,1,2,,
478947,0,2024-01-29 11:47:02,2024-02-29 23:59:59,해지,M,31,62,2,2,2024-01-31 14:16:18,2.0
478971,0,2024-07-18 10:08:34,2025-05-07 23:59:59,해지,Y,293,293,1,1,,
479056,0,2023-06-24 11:06:07,2023-07-24 23:59:59,해지,M,30,30,1,1,2023-07-16 13:03:04,22.0
479120,0,2023-11-03 13:33:09,2024-11-03 23:59:59,해지,Y,366,366,1,1,,
479173,0,2023-06-13 13:53:29,2023-07-13 23:59:59,해지,M,30,30,1,1,,
479177,0,2024-09-13 15:41:50,2024-10-13 23:59:59,연장,M,30,426,1,3,,
479177,0,2024-10-13 15:41:03,2024-11-13 23:59:59,해지,M,31,426,2,3,,
479177,1,2025-01-25 10:33:43,2026-01-25 23:59:59,해지,P,365,426,3,3,2026-01-25 23:59:59,365.0
479208,0,2024-01-30 20:17:41,2024-02-29 23:59:59,연장,M,30,120,1,4,,
479208,0,2024-02-29 20:17:03,2024-03-29 23:59:59,연장,M,29,120,2,4,,
479208,0,2024-03-29 20:17:03,2024-04-29 23:59:59,연장,M,31,120,3,4,,
479208,0,2024-04-29 20:17:03,2024-05-29 23:59:59,해지,M,30,120,4,4,,
479288,0,2023-07-04 13:25:41,2023-08-04 23:59:59,연장,M,31,244,1,8,,
479288,0,2023-08-04 13:25:03,2023-09-04 23:59:59,연장,M,31,244,2,8,,
479288,0,2023-09-04 13:25:03,2023-10-04 23:59:59,연장,M,30,244,3,8,,
479288,0,2023-10-04 13:25:03,2023-11-04 23:59:59,연장,M,31,244,4,8,,
